distric_code,district_name,region_code,region_name,center_code,center_name
1,Tunis 1,1010,Sidi Hassine,1087,E.P.BORJ CHAKIR
1,Tunis 1,1010,Sidi Hassine,1094,E.P.EL JAYARA 2
1,Tunis 1,1010,Sidi Hassine,1096,E.P.EL FATH
1,Tunis 1,1010,Sidi Hassine,1097,E.P.SEJOUMI -20 MARS
1,Tunis 1,1010,Sidi Hassine,1090,E.P.SIDI HASSINE 3
1,Tunis 1,1010,Sidi Hassine,1091,E.P.ECHEBI CITE MRAD El Jaiara
1,Tunis 1,1010,Sidi Hassine,1092,E.P.CITE BOUGATFA -JAYARA
1,Tunis 1,1010,Sidi Hassine,1093,E.P.EL JAYARA 1
1,Tunis 1,1010,Sidi Hassine,1101,E.P.ABDALLAH ELMAYOU MGHIRA
1,Tunis 1,1010,Sidi Hassine,1098,E.P.CITE 20 MARS SIJOUMI
1,Tunis 1,1010,Sidi Hassine,1099,E.P.BIRINE
1,Tunis 1,1010,Sidi Hassine,1089,E.P.SIDI HASSINE 2
1,Tunis 1,1010,Sidi Hassine,1088,E.P.SIDI HASSINE 1
1,Tunis 1,1010,Sidi Hassine,1104,E.P.OMAR EL MOKHTAR -25 JUILLET
1,Tunis 1,1010,Sidi Hassine,1102,E.P.SIDI HASSINE 4 -MGHIRA ENZEL
1,Tunis 1,1010,Sidi Hassine,1103,E.P.CITE EL MONGI SLIM MGHIRA ENZEL
1,Tunis 1,1010,Sidi Hassine,1095,E.P.ATTAR
1,Tunis 1,1010,Sidi Hassine,1100,E.P.MGHIRA ENZEL
1,Tunis 1,1009,Sidi El Béchir,1086,E.P.CITE HILAL 2
1,Tunis 1,1009,Sidi El Béchir,1085,E.P.CITE HILAL 1 SAIDA MANOUBIA
1,Tunis 1,1009,Sidi El Béchir,1084,E.P.APP.RUE DES SAVANTS ABOUKACEM CHEBBI
1,Tunis 1,1009,Sidi El Béchir,1083,E.P.RUE ALI DOUAGI MONTFLEURI -A. CHEBBI
1,Tunis 1,1009,Sidi El Béchir,1082,E.P.RUE DU SAHEL  -FARHAT HACHED
1,Tunis 1,1009,Sidi El Béchir,1081,E.P. R. KARABAKA MONFLEURI -FARHATHACHED
1,Tunis 1,1008,Djebel Jelloud,1078,E.P.ROUTE LACAGNA JBEL JLOUD -ELGARJOUMA
1,Tunis 1,1008,Djebel Jelloud,1080,E.P.SIDIFATHALLA2 JBEL JLOUD -C. ELFATEH
1,Tunis 1,1008,Djebel Jelloud,1076,E.P.RUE H-LIF J JELOUD
1,Tunis 1,1008,Djebel Jelloud,1077,E.P. R. PHILIPE VILLE JBELJLOUD -B.HAMBA
1,Tunis 1,1008,Djebel Jelloud,1075,E.P. C. THAMER JBEL JLOUD -SIDIFATHALLAH
1,Tunis 1,1008,Djebel Jelloud,1079,E.P.SIDI FATHALLAH 1 -CITE ELFATEH
1,Tunis 1,1007,Bab Souika,1074,E.P.55 RUE BAB SOUIKA
1,Tunis 1,1007,Bab Souika,1072,E.P.RUE DES ARCS BEB SAADOUN
1,Tunis 1,1007,Bab Souika,1073,E.P.SIDI ALOUI -EL HALFAOUINE
1,Tunis 1,1007,Bab Souika,1071,E.P.3 RUE KELIBIA -BAB KHADRA
1,Tunis 1,1006,Bab El Bhar,1069,"E.P.12,RUE ALI JELILI -HEDI CHAKER"
1,Tunis 1,1006,Bab El Bhar,1068,E.P.29 RUE DE MARSEILLE
1,Tunis 1,1006,Bab El Bhar,1063,E.P.RUE CHARLES DE GAULLE Bab Bhar
1,Tunis 1,1006,Bab El Bhar,1065,E.P.16 RUE DE RUSSIE -BAB BHAR
1,Tunis 1,1006,Bab El Bhar,1064,E.P.17 RUE DE RUSSIE
1,Tunis 1,1006,Bab El Bhar,1067,E.P.80 RUE ABED RAZEK CHRAIBI LAC TUNIS
1,Tunis 1,1006,Bab El Bhar,1066,E.P.18 RUE DE L'INDE -LES JARDINS
1,Tunis 1,1006,Bab El Bhar,1070,E.P.16 RUE EL IDRISSI -SIDI ELBAHRI
1,Tunis 1,1005,El Ouardia,1056,E.P.EL WAFA RUE SALAH MALKI -OUARDIA
1,Tunis 1,1005,El Ouardia,1057,E.P.RUE KHARROUBA -HABIB BOUGATFA
1,Tunis 1,1005,El Ouardia,1058,E.P.CITE IZDIHAR -OURDIA
1,Tunis 1,1005,El Ouardia,1059,E.P.2 MARS MONFOCON LA CANIA -IZDIHAR
1,Tunis 1,1005,El Ouardia,1062,E.P.RUE DE LA SOMME -SIDIBELHASSEN
1,Tunis 1,1005,El Ouardia,1061,E.P.CITE MED ALI
1,Tunis 1,1005,El Ouardia,1060,E.P.EL OUARDIA 1 -CITE MOHAMED ALI
1,Tunis 1,1004,Médina,1050,E.P.7 RUE DOCTEUR CASSAR
1,Tunis 1,1004,Médina,1051,E.P.RUE EL MARR BEB MNARA
1,Tunis 1,1004,Médina,1052,E.P.PLACE LEADER -BAB MNARA
1,Tunis 1,1004,Médina,1053,E.P.BAB JEDID -TOURBIT ELBEY
1,Tunis 1,1004,Médina,1054,E.P.RUE KOTTAB LOUZIR -SIDI ALI AZOUZ
1,Tunis 1,1004,Médina,1055,E.P.SADIKI RUE SINAN PACHA TAOUFIK
1,Tunis 1,1003,El Kabaria,1043,E.P.EL IMTIEZ IBN SINA 6-1
1,Tunis 1,1003,El Kabaria,1042,E.P.IBN SINA 2 - IBN SINA 1
1,Tunis 1,1003,El Kabaria,1041,E.P.IBN SINA 1
1,Tunis 1,1003,El Kabaria,1040,E.P.CITE ENNOUR 2 -CITE ENNOUR
1,Tunis 1,1003,El Kabaria,1047,E.P.MOUROUJE 2 IBN KHALDOUN
1,Tunis 1,1003,El Kabaria,1046,E.P.EN'NAJMA EZAHRA IBNSINA2
1,Tunis 1,1003,El Kabaria,1045,E.P.IBN SINA 6/3 -IBN SINA 2
1,Tunis 1,1003,El Kabaria,1044,E.P.MED ElMESADI(IBN SINA 6-2)
1,Tunis 1,1003,El Kabaria,1049,E.P.EL HANA EL MOUROUJ 2
1,Tunis 1,1003,El Kabaria,1048,E.P.MOUROUJE 2 -EL GHAZALI
1,Tunis 1,1003,El Kabaria,1038,E.P. CITE MUNICIPALITE KABARIA 4
1,Tunis 1,1003,El Kabaria,1039,E.P.CITE ENNOUR 1 CITE ENNOUR
1,Tunis 1,1003,El Kabaria,1032,E.P.KABARIA  1
1,Tunis 1,1003,El Kabaria,1033,E.P.OUARDIA  2 -KABARIA2
1,Tunis 1,1003,El Kabaria,1036,E.P.KABARIA  4
1,Tunis 1,1003,El Kabaria,1037,E.P.KABARIA  5 - KABARIA 4
1,Tunis 1,1003,El Kabaria,1034,E.P.OUARDIA  6 -KABARIA3
1,Tunis 1,1003,El Kabaria,1035,E.P.KABARIA  3
1,Tunis 1,1002,Séjoumi,1030,E.P.EN'NAJEH MALLASSINE
1,Tunis 1,1002,Séjoumi,1031,E.P.BAB KHALED MALLASSINE -ENNAJEH
1,Tunis 1,1002,Séjoumi,1029,E.P.2 MARS 34 MALLASSINE -ALI BELHOUANE
1,Tunis 1,1001,Ezzouhour,1025,E.P.CITE TAYARANE 2
1,Tunis 1,1001,Ezzouhour,1024,E.P.CITE TAYARANE 1  -CITE TAYARANE
1,Tunis 1,1001,Ezzouhour,1027,E.P.BACH HAMBA 2
1,Tunis 1,1001,Ezzouhour,1026,E.P.CITE TAYARANE 3   -CITE TAYARANE
1,Tunis 1,1001,Ezzouhour,1021,E.P.ZOUHOUR 4 RUE 4200 -ZOUHOUR 4
1,Tunis 1,1001,Ezzouhour,1020,E.P.Rue ROMARIN CITE EZZOUHOUR 1
1,Tunis 1,1001,Ezzouhour,1023,E.P.SOMRANE RUE 4137
1,Tunis 1,1001,Ezzouhour,1022,E.P.AMMARIA RUE 4157 SAADA
1,Tunis 1,1001,Ezzouhour,1028,E.P.CITE BEN SDIRA BECH HANBA
1,Tunis 1,1000,Hraïria,1019,E.P.CITE ESSALAMA EZZAHROUNI
1,Tunis 1,1000,Hraïria,1017,E.P.18 JANVIER HRAIRIA EZZAHROUNI
1,Tunis 1,1000,Hraïria,1016,E.P.C. BOUZAIEN EZOUHOUR -TAREK IBN ZIED
1,Tunis 1,1000,Hraïria,1015,E.P.CITE FOLLA
1,Tunis 1,1000,Hraïria,1010,E.P.MECHTEL 1 -AGBA
1,Tunis 1,1000,Hraïria,1011,E.P.MECHTEL 2 AGBA
1,Tunis 1,1000,Hraïria,1014,E.P.CITE EL ANTIT
1,Tunis 1,1000,Hraïria,1018,E.P.EZZAHROUNI
1,Tunis 1,1000,Hraïria,1012,E.P.CITE ESSAHA HRAIRIA AGBA SUP
1,Tunis 1,1000,Hraïria,1009,E.P.OKBA IBN NAFAA 1
1,Tunis 1,1000,Hraïria,1008,E.P.CITE ZOUHOUR 5-2
1,Tunis 1,1000,Hraïria,1007,E.P.OKBA IBN NAFAA 2 -ZHOUR 5
1,Tunis 1,1000,Hraïria,1006,E.P.ZOUHOUR 5-1 -ZOUHOUR 5
1,Tunis 1,1000,Hraïria,1005,E.P. ALMOUMTAD2 EZZOUHOUR 5
1,Tunis 1,1000,Hraïria,1004,E.P.ZOUHOUR 5 PROLONGEE 1
1,Tunis 1,1000,Hraïria,1003,E.P.HRAIRIA 3 -HRAIRIA
1,Tunis 1,1000,Hraïria,1002,E.P.2 MARS 34 HRAIRIA 4 -HRAIRIA
1,Tunis 1,1000,Hraïria,1001,E.P.ZOUHOUR 4 PROLONGEE HRAIRIA
1,Tunis 1,1000,Hraïria,1013,E.P.GHEDIR EL GOULLA
2,Tunis 2,1020,Carthage,1188,E.P.2 RUE TANIT CARTHAGE BYRSA
2,Tunis 2,1020,Carthage,1189,E.P.RUE PLUTARQUE CARTHAGE SALAMBO
2,Tunis 2,1020,Carthage,1186,E.P.RUE IBN KHALDOUN AMILCAR
2,Tunis 2,1020,Carthage,1187,E.P.OKBA IBNOU NAFER CARTHAGE BYRSA
2,Tunis 2,1020,Carthage,1185,E.P.6 RUE 2 MARS SIDI BOUSAID
2,Tunis 2,1020,Carthage,1191,E.P.CITE MOHAMED ALI CARTHAGE
2,Tunis 2,1020,Carthage,1190,E.P.CARTHAGE YASMINA
2,Tunis 2,1018,La Goulette,1177,E.P.AOUINA CITE MHIRI
2,Tunis 2,1018,La Goulette,1176,E.P.AOUINA RTE SOUKRA -T. MHIRI AOUINA
2,Tunis 2,1018,La Goulette,1175,E.P.KHEIREDDINE RUE ABOU TEMMAM
2,Tunis 2,1018,La Goulette,1174,E.P.9 RUE 2 MARS LA GOULETTE
2,Tunis 2,1018,La Goulette,1179,Collège Aouina
2,Tunis 2,1018,La Goulette,1178,E.P.CITE DES IMMEUBLES
2,Tunis 2,1019,Cité El Khadra,1184,E.P. BERGES DU LAC
2,Tunis 2,1019,Cité El Khadra,1182,E.P.MAHMOUD B CHABAAN14-1
2,Tunis 2,1019,Cité El Khadra,1183,E.P.2 mars34 CITE KHADRA 6 farhat hached
2,Tunis 2,1019,Cité El Khadra,1180,E.P.RUE CLAUDE BERNARD CITE LES JARDINS
2,Tunis 2,1019,Cité El Khadra,1181,E.P.CITE OLYM.MONGI SLIM
2,Tunis 2,1014,Le Kram,1128,E.P.RUE BOUCHOUCHA KRAM KRAM EST
2,Tunis 2,1014,Le Kram,1129,E.P.AVENUE BOURGUIBA KRAM
2,Tunis 2,1014,Le Kram,1133,E.P.M.SLIM AIN ZAGHOUAN S.CH.
2,Tunis 2,1014,Le Kram,1132,E.P.C BAHIRA AIN ZAGHOU
2,Tunis 2,1014,Le Kram,1131,E.P.1 RUE 5 DECEMBRE SALAMBOU -RIADH
2,Tunis 2,1014,Le Kram,1130,E.P.2 R.FARHAT HACHED salambou -RIADH
2,Tunis 2,1014,Le Kram,1135,E.P.RUE DE LIBYE SALAMBO -BIR HILOU
2,Tunis 2,1014,Le Kram,1134,E.P.SIDI AMOR KRAM OUEST
2,Tunis 2,1015,La Marsa,1142,E.P.CITE RIADH EL MARSA
2,Tunis 2,1015,La Marsa,1143,COLLEGE  CITE RIADH LA MARSA
2,Tunis 2,1015,La Marsa,1139,COLLEGE  FADHEL BEN ACHOUR MARSA VILLE
2,Tunis 2,1015,La Marsa,1141,E.P.RUE MOHAMED ALI  - LES JARDINS
2,Tunis 2,1015,La Marsa,1146,E.P.GAMMARTH
2,Tunis 2,1015,La Marsa,1147,E.P. 14 JANVIER HARROUCHE  GAMARTH
2,Tunis 2,1015,La Marsa,1144,E.P.Farhat Hached -RMILA
2,Tunis 2,1015,La Marsa,1145,E.P.CITE NOUVELLE MARSA -RMILA
2,Tunis 2,1015,La Marsa,1148,E.P.SIDI DAOUD
2,Tunis 2,1015,La Marsa,1149,COLLEGE  SIDI DAOUD
2,Tunis 2,1015,La Marsa,1137,E.P.AVENUE BOURGUIBA MARSA -MARSA VILLE
2,Tunis 2,1015,La Marsa,1136,E.P.RUE DES ROSES MARSA
2,Tunis 2,1015,La Marsa,1150,E.P.BAHER LAZREG MARSA
2,Tunis 2,1015,La Marsa,1138,E.P.AV. T. M'HIRI MARSA  -MARSA VILLE
2,Tunis 2,1015,La Marsa,1140,Collége Taieb Mhiri la Marsa
2,Tunis 2,1016,El Menzah,1159,COLLEGE  MANAR 1
2,Tunis 2,1016,El Menzah,1158,E.P.MANAR 1 -MANAR 1
2,Tunis 2,1016,El Menzah,1155,E.P.CITE EL MANAR 2 -MANAR
2,Tunis 2,1016,El Menzah,1154,COLLEGE  RUE PLOMB -MENZEH
2,Tunis 2,1016,El Menzah,1157,COLLEGE  MANAR 2 MANAR
2,Tunis 2,1016,El Menzah,1156,E.P.MENZEH 9 -MANAR
2,Tunis 2,1016,El Menzah,1151,E.P.PLA. MENDES FR MUTUELLEVILLE -1 JUIN
2,Tunis 2,1016,El Menzah,1153,E.P.RUE HEDI KHEFACHA MENZAH
2,Tunis 2,1016,El Menzah,1152,COLLEGE  LE BEAU SITE MENZEH -1 JUIN
2,Tunis 2,1017,Le Bardo,1164,E.P.RUE TAZARKA BARDO -BOUCHOUCHA
2,Tunis 2,1017,Le Bardo,1165,E.P.R.DES ORANGERS -BOUCHOUCHA
2,Tunis 2,1017,Le Bardo,1166,E.P.RUE ESSANAOUBAR -LA BONNE RESIDENCE
2,Tunis 2,1017,Le Bardo,1167,E.P.RUE MEDENINE N.21 BARDO KHAZNADAR
2,Tunis 2,1017,Le Bardo,1160,E.P.AVENUE BOURGUIBA BARDO
2,Tunis 2,1017,Le Bardo,1161,E.P.CITE RIADH -BARDO
2,Tunis 2,1017,Le Bardo,1162,C. cité Fattouma Bourguiba Bardo
2,Tunis 2,1017,Le Bardo,1163,E.P.RUE HEDI CHAKER -BARDO SUD
2,Tunis 2,1017,Le Bardo,1171,E.P.KSAR SAID 3 BARDO  KSAR SAID 2
2,Tunis 2,1017,Le Bardo,1170,E.P.2 MARS 34 KSAR SAID 2
2,Tunis 2,1017,Le Bardo,1168,E.P.ESSAIDIA PAR ENNAKHIL -KHAZNADAR
2,Tunis 2,1017,Le Bardo,1169,E.P.KSAR SAID 1
2,Tunis 2,1017,Le Bardo,1173,E.P.IBN SINA  BARDO
2,Tunis 2,1017,Le Bardo,1172,E.P.CITE DES OFFICIERS SAADA
2,Tunis 2,1011,Ettahrir,1106,E.P.CITE ETTAHRIR 2 -ETTAHRIR 1
2,Tunis 2,1011,Ettahrir,1107,E.P.CITE ETTAHRIR 3 -ETTAHRIR 3
2,Tunis 2,1011,Ettahrir,1105,E.P.ETTAHRIR 1 -ETTAHRIR 1
2,Tunis 2,1011,Ettahrir,1108,E.P.ETTAHRIR SUPERIEUR
2,Tunis 2,1012,El Omrane,1111,E.P.BIR KRAM JBEL LAHMER -C.DES OLIVIERS
2,Tunis 2,1012,El Omrane,1110,E.P.RUE POLOGNE -OMRANE
2,Tunis 2,1012,El Omrane,1113,E.P.CITE DES OLIVIERS 2
2,Tunis 2,1012,El Omrane,1112,E.P.CITE DES OLIVIERS 1
2,Tunis 2,1012,El Omrane,1115,E.P.CITE ERROMANA -RASS TABIA
2,Tunis 2,1012,El Omrane,1114,E.P.RAS ETTABIA RUE DE FESS
2,Tunis 2,1012,El Omrane,1117,E.P.EL FAOUEZ OMRANE -OUED SEBII
2,Tunis 2,1012,El Omrane,1116,E.P.BIR ATIG -JBEL LAHMER
2,Tunis 2,1012,El Omrane,1118,E.P.2 MARS 34 EL OMRANE
2,Tunis 2,1012,El Omrane,1109,E.P.16 RUE BICHARA EL KHOURI -OMRANE
2,Tunis 2,1013,El Omrane supérieur,1120,E.P.CITE IBN KHALDOUN 3
2,Tunis 2,1013,El Omrane supérieur,1121,E.P.CITE IBN KHALDOUN 6 -IBN KHALDOUN6
2,Tunis 2,1013,El Omrane supérieur,1122,E.P.CITE EL INTILAKA 3 -CITE EL INTILAKA
2,Tunis 2,1013,El Omrane supérieur,1123,E.P.CITE  INTILAKA 1 -CITE EL INTILAKA
2,Tunis 2,1013,El Omrane supérieur,1124,E.P.IBN ARAFA
2,Tunis 2,1013,El Omrane supérieur,1125,E.P.ECHEBBI - OMRAN SUP
2,Tunis 2,1013,El Omrane supérieur,1126,E.P.EL INTILAKA 2 -NESSIM
2,Tunis 2,1013,El Omrane supérieur,1127,E.P.CITE IBN KHALDOUN 5 -SEDDIK
2,Tunis 2,1013,El Omrane supérieur,1119,E.P.CITE IBN KHALDOUN 2 -ROMANA
3,Ben Arous,1025,Ben Arous,1250,E.P.BIR KASSAA F.HACHED CITE ISKEN
3,Ben Arous,1025,Ben Arous,1251,E.P.INST. ENNOUR BIR ELKASAA -CITE ISKEN
3,Ben Arous,1025,Ben Arous,1243,E.P.RUE DE BIZERTE BEN AROUS EST
3,Ben Arous,1025,Ben Arous,1245,E.P.CITE DU STADE B. AROUS -TAIEB MHIRI
3,Ben Arous,1025,Ben Arous,1244,E.P.RUE DE KAIROUAN BEN AROUS EST
3,Ben Arous,1025,Ben Arous,1247,E.P.RUE CHARLES NICOLLE -B. AROUS
3,Ben Arous,1025,Ben Arous,1246,E.P.RUE DU 1 MAI -B. AROUS OUEST
3,Ben Arous,1025,Ben Arous,1249,E.P.RUE KHEIREDDINE BEN AROUSS B.AROUS
3,Ben Arous,1025,Ben Arous,1248,E.P.RUE DE LA CONCORDE
3,Ben Arous,1024,El Mourouj,1227,E.P.2 MARS 34 EL MOUROUJ MOUROUJ1
3,Ben Arous,1024,El Mourouj,1226,E.P.IBN MANDHOUR -MOUROUJ 1
3,Ben Arous,1024,El Mourouj,1236,E.P.CITE BOUCHRA MOUROUJ 4 MOUROUJ
3,Ben Arous,1024,El Mourouj,1237,E.P.EL FAOUZ 1 MOUROUJ 5
3,Ben Arous,1024,El Mourouj,1230,E.P.KHEIREDDINE PACHA MOUROUJ 3
3,Ben Arous,1024,El Mourouj,1231,E.P.CITE ENNASR EL MOUROUJ MOUROUJ3
3,Ben Arous,1024,El Mourouj,1232,E.P.IBN RACHIK RUE D'ALGER MOUROUJ3
3,Ben Arous,1024,El Mourouj,1233,E.P.TAHAR HADDED MOUROUJ 4
3,Ben Arous,1024,El Mourouj,1238,E.P. CITE ELFOL-BEYREM ETTOUNSI MOUROUJ5
3,Ben Arous,1024,El Mourouj,1235,E.P.AVICENNE MOUROUJ 5
3,Ben Arous,1024,El Mourouj,1234,E.P.EL FAOUZ 2 MOUROUJ 4
3,Ben Arous,1024,El Mourouj,1239,E.P.EL FAOUZ 3 MOUROUJ 5
3,Ben Arous,1024,El Mourouj,1229,E.P. CTE RIADH EL MOUROUJE 3
3,Ben Arous,1024,El Mourouj,1228,E.P.14 JANVIER  EL MOUROUJ MOUROUJ1
3,Ben Arous,1024,El Mourouj,1241,E.P.CITE AMOR LOUATI
3,Ben Arous,1024,El Mourouj,1240,E.P.EL AMEL EL BESSETINE - BIR KASAA
3,Ben Arous,1024,El Mourouj,1242,E.P.CITE FAYALA FARHAT HACHED
3,Ben Arous,1027,Hammam Lif,1263,E.P.CITE ENNASR BOUGARNINE
3,Ben Arous,1027,Hammam Lif,1262,E.P.RUE LIBYE HAM.LIF BOUGARNINE
3,Ben Arous,1027,Hammam Lif,1261,E.P.RUE BOUCHOUCHA HAMEM LIF
3,Ben Arous,1027,Hammam Lif,1260,E.P.RUE ANTONY HAM.LIF - LA MEDINA 1
3,Ben Arous,1027,Hammam Lif,1267,E.P.IBN RACHIK HAM.LIF -CITE MED ALI
3,Ben Arous,1027,Hammam Lif,1266,E.P.CITE MED ALI HAMMAM LIF
3,Ben Arous,1027,Hammam Lif,1265,E.P.TAHAR SFAR HAM.LIF - LE STADE
3,Ben Arous,1027,Hammam Lif,1264,E.P.CITE BOUSSOFFARA HAMMA LIF STADE
3,Ben Arous,1026,Bou Mhel el-Bassatine,1256,E.P.SIDI BOU M'HEL 1 -CHELLA
3,Ben Arous,1026,Bou Mhel el-Bassatine,1257,E.P.SIDI BOUMHEL 2 CHALA
3,Ben Arous,1026,Bou Mhel el-Bassatine,1254,E.P.CITE EL BESSETINE 1
3,Ben Arous,1026,Bou Mhel el-Bassatine,1255,E.P.EL BESSETINE 2 -BOU M'HEL BESSETINE
3,Ben Arous,1026,Bou Mhel el-Bassatine,1252,E.P.CITE BEL AIR BOUMHEL
3,Ben Arous,1026,Bou Mhel el-Bassatine,1253,E.P.CITE ESSALEM BOUMHEL
3,Ben Arous,1026,Bou Mhel el-Bassatine,1258,E.P.CITE CHALA BOUMHEL CHALA
3,Ben Arous,1026,Bou Mhel el-Bassatine,1259,E.P.CITE ELKHALIJ BOUMHEL CHALA
3,Ben Arous,1021,Ezzahra,1193,E.P.RUE KHAZNADAR -CITE EL HABIB
3,Ben Arous,1021,Ezzahra,1192,E.P.AV.LA REPUBLIQUE ZAHRAA VILLE
3,Ben Arous,1021,Ezzahra,1195,E.P.AV.FARHAT HACHED ZAHRAA 18 JAN
3,Ben Arous,1021,Ezzahra,1194,E.P.CITE EL HABIB EZZAHRA
3,Ben Arous,1021,Ezzahra,1197,E.P. BORJ EL WAZIR ZAHRAA
3,Ben Arous,1021,Ezzahra,1196,C. Mongi Slim Ezzahra - 18 janvier
3,Ben Arous,1023,Medina Jedida,1225,E.P.El Medina El Jadida 3 rabta
3,Ben Arous,1023,Medina Jedida,1224,E.P.CITE ROMMANA RABTA
3,Ben Arous,1023,Medina Jedida,1216,E.P.C.MOSBAH 2-SAFA -SIDI MOSBAH
3,Ben Arous,1023,Medina Jedida,1217,E.P.CITE MOUSBAH NOUVELLE
3,Ben Arous,1023,Medina Jedida,1214,E.P.2 MARS 34/ NLLE MADINA1
3,Ben Arous,1023,Medina Jedida,1215,E.P.MEDINA NEUVE 2
3,Ben Arous,1023,Medina Jedida,1218,E.P.CITE MOUSBAH 1 SIDI MOSBAH
3,Ben Arous,1023,Medina Jedida,1219,E.P. CITE SPROLS 14 JANVIER M JEDIDA
3,Ben Arous,1023,Medina Jedida,1220,E.P.ELYASMINETTE 1
3,Ben Arous,1023,Medina Jedida,1221,E.P.YASSMINET 2 YASSMINET
3,Ben Arous,1023,Medina Jedida,1223,E.P.YASSMINET 3 Nelle Medina YASSMINET
3,Ben Arous,1023,Medina Jedida,1222,E.P.BORJ GHORBEL
3,Ben Arous,1022,Mohamedia,1199,E.P.MHAMDIA 2
3,Ben Arous,1022,Mohamedia,1198,E.P.MHAMDIA 1
3,Ben Arous,1022,Mohamedia,1210,E.P.CITE EL ILMI MHAMDIA ESSAADA
3,Ben Arous,1022,Mohamedia,1211,E.P.CITE ENNASSIME 1
3,Ben Arous,1022,Mohamedia,1209,E.P.CITE ESSAADA 3 ESSAADA
3,Ben Arous,1022,Mohamedia,1208,E.P.CITE ESSAADA 2 MHAMDIA
3,Ben Arous,1022,Mohamedia,1213,E.P.SIDI FREDJ -SIDI FREDJ
3,Ben Arous,1022,Mohamedia,1205,E.P.TAIEB M'HIRI MHAMDIA MONJI SLIM
3,Ben Arous,1022,Mohamedia,1204,E.P.CITE EL HANA1 MONJI SLIM
3,Ben Arous,1022,Mohamedia,1207,E.P.CITE ESSAADA 1 MHAMDIA -ESSAADA
3,Ben Arous,1022,Mohamedia,1206,E.P.CITE MONJI SLIM
3,Ben Arous,1022,Mohamedia,1201,E.P.CITE KSAR MHAMDIA LA MEDINA
3,Ben Arous,1022,Mohamedia,1200,E.P.CITE ENNASR MHAMDIA
3,Ben Arous,1022,Mohamedia,1203,E.P.CITE HACHED MHAMDIA MONGI SLIM
3,Ben Arous,1022,Mohamedia,1202,E.P. EL HANA 2 MHAMDIA LA MEDINA
3,Ben Arous,1022,Mohamedia,1212,E.P.CITE ENNASIM 2 ENNASSIM
3,Ben Arous,1029,Radès,1278,E.P.SALINES RADES
3,Ben Arous,1029,Radès,1279,E.P.CITE TAIEB MHIRI RADES
3,Ben Arous,1029,Radès,1287,E.P.CITE  NOUVELLE RADES NOUBOU
3,Ben Arous,1029,Radès,1286,E.P.RADES MELIENE
3,Ben Arous,1029,Radès,1281,E.P.PLACE CHEBBI RADES REMADA
3,Ben Arous,1029,Radès,1280,E.P.RUE NESSIM  RADES REMADA
3,Ben Arous,1029,Radès,1283,"E.P.CITE MONGI SLIM ""CHEMINO"""
3,Ben Arous,1029,Radès,1282,E.P.CITE MOHAMED ALI RADES REMADA
3,Ben Arous,1029,Radès,1275,E.P.AV DE LA REPUBLIQUE
3,Ben Arous,1029,Radès,1276,E.P.RUE DE L'ECOLE RADES  LA MEDINA
3,Ben Arous,1029,Radès,1277,E.P.RUE DE MAROC RADES LA MEDINA
3,Ben Arous,1029,Radès,1284,E.P.CITE NADI RADES RADES FORET
3,Ben Arous,1029,Radès,1285,E.P.VILLAGE MEDITERANEEN RADES FORET
3,Ben Arous,1028,Hammam Chott,1269,E.P.2 MARS 34 BORJ CEDRIA 3
3,Ben Arous,1028,Hammam Chott,1268,E.P.BORJ CEDRIA 2 -BIR EL BEY
3,Ben Arous,1028,Hammam Chott,1270,E.P.BORJ CEDRIA 1  BORJ CEDRIA
3,Ben Arous,1028,Hammam Chott,1271,E.P.CITE EL KAABI BORJ SEDRIA
3,Ben Arous,1028,Hammam Chott,1272,E.P.CITE  ESSOLTAN BORJ SEDRIA
3,Ben Arous,1028,Hammam Chott,1273,E.P.RUE IRAK HAMMEM CHATT
3,Ben Arous,1028,Hammam Chott,1274,E.P.EL AMEL 1 BIR ELBEY HAMMAM CHOTT
3,Ben Arous,1032,Mégrine,1339,E.P.CITE CHAKER MEGRINE CITE CHAKER 2
3,Ben Arous,1032,Mégrine,1338,E.P.MEGRINE PLAINE CITE CHAKER 1
3,Ben Arous,1032,Mégrine,1335,E.P.MEGRINE SUP
3,Ben Arous,1032,Mégrine,1341,E.P.ERRABOUA SIDI RZIG 1
3,Ben Arous,1032,Mégrine,1337,E.P.CITE JAOUHARA MEGRINE
3,Ben Arous,1032,Mégrine,1336,E.P.MEGRINE RIADH
3,Ben Arous,1032,Mégrine,1340,E.P.SIDI RZIG1 RUE AVICENNE -SIDI RZIG 1
3,Ben Arous,1032,Mégrine,1342,E.P.CITE EL HANA MEGRINE -SIDI RZIG  2
3,Ben Arous,1030,Fouchana,1300,E.P.NAASSEN 2 NAASSEN
3,Ben Arous,1030,Fouchana,1301,E.P.2 MARS 34 CHEBEDDA 1 CHEBEDDA
3,Ben Arous,1030,Fouchana,1302,E.P.CITE EJBALI CH'BEDDA 2 CHBEDDA
3,Ben Arous,1030,Fouchana,1303,E.P.DOUAR EL HOUCHE FOUCHANA
3,Ben Arous,1030,Fouchana,1289,E.P.CITE PRIME FOUCHANA 4
3,Ben Arous,1030,Fouchana,1288,E.P.FOUCHANA 1 - FOUCHANA LA MEDINA
3,Ben Arous,1030,Fouchana,1298,E.P. CITE EL MISK -MGHIRA
3,Ben Arous,1030,Fouchana,1299,E.P.NAASSEN 1 NAASSEN
3,Ben Arous,1030,Fouchana,1292,E.P.CITE MOSTAKBEL
